index,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
395, DESTAN-519-FATİH-K.M.PAŞA-SAĞLIK OCAĞI CİVARI-2+1-70M2, Fatih, Sümbül Efendi Mahallesi,2+1,20,5,3. Kat,70,1,0,KombiDoğalgaz,320000
396, ESENYURT YEŞİLKENT MH. AMERİKAN MUTFAK BAHÇE KATI , Esenyurt, Yeşilkent Mahallesi,2+1,4,6,Bahçe Katı,95,1,0,KombiDoğalgaz,185000
397, DERYADİLDE Y.GİRİŞ  KÖŞE FERAH  2+1 TEMİZ KİRACILI DAİRE, Beşiktaş, Muradiye Mahallesi,2+1,20,5,Giriş,75,1,0,KombiDoğalgaz,650000
398, Pendik Fevzi Çakmak Mahallesin' de Satılık 2+1 Daire, Pendik, Fevzi Çakmak Mahallesi,2+1,11-20,5,4. Kat,110,1,0,KombiDoğalgaz,330000
399,KARTAL'DA 3+1 2.KAT SATILIK DAİRE, Kartal, Yalı Mahallesi,3+1,11-20,5,2. Kat,120,1,0,KombiDoğalgaz,580000
400,Sahibinden acil satılık 3+1 yüksek giriş daire, Esenyurt, Saadetdere Mahallesi,3+1,4,6,Giriş,110,1,0,KombiDoğalgaz,395000
401, BARIŞ'TAN TEPEÜSTÜ MERKEZDE SATILIK KREDİYE UYGUN 2+1 DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,2+1,20,4,3. Kat,100,1,0,KombiDoğalgaz,415000
402, BEYLİKDÜZÜ BAŞKENT YAPI'DAN CADDE ÜZERİ SATILIK 3+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,3+1,1,5,3. Kat,165,2,0,KombiDoğalgaz,569000
403, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 6DK SİTE İÇİ 1+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,1+1,1,13,10-20,83,1,0,KombiDoğalgaz,399000
404, Mertcandan yayalar mah açık balkonlu 3+1 daire, Pendik, Yayalar Mahallesi,3+1,5-10,4,-1,120,1,1,KombiDoğalgaz,675000
405, YENİDOĞAN MERKEZ SAFA MAH. 2+1 ARAKAT ACİLL SATILIK DAİRE, Sancaktepe, Safa Mahallesi,2+1,11-20,7,2. Kat,100,1,0,KombiDoğalgaz,315000
406, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 8DK OTOPARKLI 2+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,1,5,3. Kat,115,2,0,KombiDoğalgaz,459000
407, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI REZİDANSTA 2+1 DAİRE, Küçükçekmece, Fatih Mahallesi,2+1,0,14,10-20,130,1,0,KombiDoğalgaz,1150000
408, Mertcandan velibaba mah açık balkonlu 3+1 fırsat daire, Pendik, Velibaba Mahallesi,3+1,5-10,3,-1,135,1,0,KombiDoğalgaz,485000
409, AVCILAR GÜMÜŞPALA DA SATILIK 2+4 DUBLEKS DAİRE, Avcılar, Gümüşpala Mahallesi,4+2,11-20,3,3. Kat,190,2,0,KombiDoğalgaz,1195000
410,شقق مميزة بمساحة كبيره بأقساط لمدة 60 شهردفعة اولى%35, Esenyurt, Cumhuriyet Mahallesi,2+1,0,12,7. Kat,125,2,0,KombiDoğalgaz,279000
411, Dikilitaş Merkezde 2+1 Kombili Komple Yenilenmiş Krediye Uygun, Beşiktaş, Dikilitaş Mahallesi,2+1,20,4,4. Kat,90,1,0,KombiDoğalgaz,850000
412, Mertcandan Cumhuriyet Mah Ebeveyn Banyolu 3+1 İskanlı Lüks Daire, Kartal, Cumhuriyet Mahallesi,3+1,5-10,8,5. Kat,170,1,0,KombiDoğalgaz,825000
413,SERKAN YANDIK TAN BERRAK SİTESİ 1 NCİ ARAKAT ÖZEL DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,1. Kat,145,2,0,KombiDoğalgaz,647500
414,SERKAN YANDIK TAN BERRAK SİTESİNDE ÖZEL YAPIM GÜNEY BATI DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,8. Kat,145,2,0,KombiDoğalgaz,682500
415,SERKAN YANDIK TAN BERRAK SİTESİNDE ARA KAT ÖZEL YAPIM DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,7. Kat,145,2,0,KombiDoğalgaz,679000
416, Göktürk'te merkezi konum sitede içi yenilenmiş 2+1 120m2 arakat, Eyüpsultan, Göktürk Merkez Mahallesi,2+1,5-10,5,3. Kat,120,2,0,Merkezi(PayÖlçer),1795000
417,ÇEKMEKÖY CUMHURİYET MH MERKEZİ LOKASYONDA ANA CADDEYE YAKIN 1+1, Çekmeköy, Cumhuriyet Mahallesi,1+1,4,6,Bahçe Katı,65,1,0,KombiDoğalgaz,185000
418, GÜNGÖREN DE SIFIR BİNA DA 70M2 2+1 SATILIK DAİRE, Güngören, Haznedar Mahallesi,2+1,0,4,3. Kat,70,1,0,KombiDoğalgaz,820000
419, İÇERENKÖYDE DEPREM YÖNETMENLİKLİ 3+1 İSKANLI , Ataşehir, İçerenköy Mahallesi,3+1,5-10,5,4. Kat,130,1,0,KombiDoğalgaz,910000
420, GÜNGÖREN DE SIFIR  BİNA DA  50M2 1+1  SATILIK  BAHÇE  KATLARI , Güngören, Haznedar Mahallesi,1+1,0,4,Bahçe Katı,50,1,0,KombiDoğalgaz,360000
421, Küçükyalı Mektep Cd Bahçe Kullanımlı 2+1, Maltepe, Küçükyalı Mahallesi,2+1,20,4,Giriş,100,1,0,KombiDoğalgaz,375000
422,TURYAP TAÇTAN AVCILAR AMBARLI MERKEZİ YERDE 3+1 135 M2 DAİRE, Avcılar, Ambarlı Mahallesi,3+1,20,5,3. Kat,135,1,0,KombiDoğalgaz,390000
423,KAYAŞEHİR FENERTEPE 13. BÖLGE SATILIK VADİ MANZARALI 1+1 DAİRE, Başakşehir, Kayabaşı Mahallesi,1+1,5-10,3,Giriş,48,1,0,Merkezi(PayÖlçer),350000
424, DESTAN-519-FATİH-K.M.PAŞA-SAĞLIK OCAĞI CİVARI-2+1-70M2, Fatih, Sümbül Efendi Mahallesi,2+1,20,5,3. Kat,70,1,0,KombiDoğalgaz,320000
425, ESENYURT YEŞİLKENT MH. AMERİKAN MUTFAK BAHÇE KATI , Esenyurt, Yeşilkent Mahallesi,2+1,4,6,Bahçe Katı,95,1,0,KombiDoğalgaz,185000
426, DERYADİLDE Y.GİRİŞ  KÖŞE FERAH  2+1 TEMİZ KİRACILI DAİRE, Beşiktaş, Muradiye Mahallesi,2+1,20,5,Giriş,75,1,0,KombiDoğalgaz,650000
427,Tema İstanbul'da 2+1 151m2 Satılık Bahçe Katı, Küçükçekmece, Atakent Mahallesi,2+1,5-10,9,Bahçe Katı,151,2,0,Merkezi(PayÖlçer),3000000
428,çok temiz harika konum , Başakşehir, Bahçeşehir 2. Kısım Mahallesi,5+2,11-20,4,Villa Tipi,400,4,0,KombiDoğalgaz,2250000
429, ÜNALAN MERKEZDE SATILIK 2+1 DAİRE, Üsküdar, Ünalan Mahallesi,2+1,0,3,2. Kat,80,1,0,KombiDoğalgaz,495000
430,ÖNAL GAYRİMENKULDEN SATILIK 2+1 ÜST DUBLEKS, Sancaktepe, İnönü Mahallesi,2+1,5-10,4,Çatı Katı,120,1,0,KombiDoğalgaz,430000
431,Soyak Park Aparts 2+1 72m2 Göl Manzaralı Satılık Daire, Küçükçekmece, Atakent Mahallesi,2+1,5-10,15,10-20,72,1,0,Merkezi(PayÖlçer),690000
432, Pendik Fevzi Çakmak Mahallesin' de Satılık 2+1 Daire, Pendik, Fevzi Çakmak Mahallesi,2+1,11-20,5,4. Kat,110,1,0,KombiDoğalgaz,330000
433,MERDİVENKÖY MEDİCAL PARK ARKASI 3+1 125 M2, Kadıköy, Sahrayı Cedit Mahallesi,3+1,11-20,10,4. Kat,125,1,0,KombiDoğalgaz,950000
434,KARTAL'DA 3+1 2.KAT SATILIK DAİRE, Kartal, Yalı Mahallesi,3+1,11-20,5,2. Kat,120,1,0,KombiDoğalgaz,580000
435, Mertcandan kavakpınar mah 3+1 geniş fırsat açık balkonlu daire, Pendik, Kavakpınar Mahallesi,3+1,2,9,4. Kat,105,1,0,KombiDoğalgaz,560000
436,Sahibinden acil satılık 3+1 yüksek giriş daire, Esenyurt, Saadetdere Mahallesi,3+1,4,6,Giriş,110,1,0,KombiDoğalgaz,395000
437, BARIŞ'TAN TEPEÜSTÜ MERKEZDE SATILIK KREDİYE UYGUN 2+1 DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,2+1,20,4,3. Kat,100,1,0,KombiDoğalgaz,415000
438, BEYLİKDÜZÜ BAŞKENT YAPI'DAN CADDE ÜZERİ SATILIK 3+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,3+1,1,5,3. Kat,165,2,0,KombiDoğalgaz,569000
439, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 6DK SİTE İÇİ 1+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,1+1,1,13,10-20,83,1,0,KombiDoğalgaz,399000
440, YENİDOĞAN MERKEZ SAFA MAH. 2+1 ARAKAT ACİLL SATILIK DAİRE, Sancaktepe, Safa Mahallesi,2+1,11-20,7,2. Kat,100,1,0,KombiDoğalgaz,315000
441, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 8DK OTOPARKLI 2+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,1,5,3. Kat,115,2,0,KombiDoğalgaz,459000
442, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI REZİDANSTA 2+1 DAİRE, Küçükçekmece, Fatih Mahallesi,2+1,0,14,10-20,130,1,0,KombiDoğalgaz,1150000
443, AVCILAR GÜMÜŞPALA DA SATILIK 2+4 DUBLEKS DAİRE, Avcılar, Gümüşpala Mahallesi,4+2,11-20,3,3. Kat,190,2,0,KombiDoğalgaz,1195000
444,شقق مميزة بمساحة كبيره بأقساط لمدة 60 شهردفعة اولى%35, Esenyurt, Cumhuriyet Mahallesi,2+1,0,12,7. Kat,125,2,0,KombiDoğalgaz,279000
445, Dikilitaş Merkezde 2+1 Kombili Komple Yenilenmiş Krediye Uygun, Beşiktaş, Dikilitaş Mahallesi,2+1,20,4,4. Kat,90,1,0,KombiDoğalgaz,850000
446,SERKAN YANDIK TAN BERRAK SİTESİ 1 NCİ ARAKAT ÖZEL DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,1. Kat,145,2,0,KombiDoğalgaz,647500
447,SERKAN YANDIK TAN BERRAK SİTESİNDE ÖZEL YAPIM GÜNEY BATI DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,8. Kat,145,2,0,KombiDoğalgaz,682500
448, AVCILAR CIHANGIR MAH. 2+1 LUX DAIRE FIRSATLARI RUZGAR YAPI'DA!!, Avcılar, Cihangir Mahallesi,2+1,1,6,4. Kat,110,1,0,KombiDoğalgaz,179000
449, SANCAKTEPE YUNUSEMRE MAH 2+1 ÇATI DUBLEKS SESTİNİ GAYRİMENKUL DE, Sancaktepe, Yunus Emre Mahallesi,2+1,2,3,Çatı Dubleks,110,1,0,KombiDoğalgaz,365000
450, BEYLİKDÜZÜNDE MERKEZİ KONUMDA BAHÇELİ 2+1 DAİRE FIRSATI!!!, Beylikdüzü, Kavaklı Mahallesi,2+1,4,5,Bahçe Katı,105,1,0,DoğalgazSobalı,349000
451, BEYLİKDÜZÜ RÜZGAR YAPI'DAN METROBÜSÜN DİBİNDE 3+1 LUX DAİRELER!, Beylikdüzü, Cumhuriyet Mahallesi,3+1,2,7,6. Kat,130,2,0,KombiDoğalgaz,299000
452,KARTAL DENİZ MANZARALI 3.KAT 120m2 KREDİYE UYGUN KOMBİ BALKON, Kartal, Kordonboyu Mahallesi,2+1,20,4,3. Kat,115,2,0,KombiDoğalgaz,805000
453,CUMHURİYET BEYLİFE CİTY DENİZ MANZ EŞYALI SATILIK DUBLEX 5+2, Beylikdüzü, Cumhuriyet Mahallesi,5+2,4,14,10-20,320,4,0,Merkezi(PayÖlçer),2300000
454,NECİP FAZIL'DA İSKANLI YENİ BİNADA GENİŞ ..2+1.. DAİRE..!, Sultanbeyli, Necip Fazıl Mahallesi,2+1,1,5,Giriş,100,1,0,KombiDoğalgaz,270000
455,DEMİR İNŞAAT GAYRİMENKULDEN 50.YILDA 2+1 90M2 YÜKSEK GİRİŞ, Sultangazi, 50. Yıl Mahallesi,2+1,11-20,5,Giriş,95,1,0,KombiDoğalgaz,349000
456,(Yeditepe Aras) Yüksek Kira Getirili 7Tepe Ünv. Yanı 4+1 Dublex, Ataşehir, İnönü Mahallesi,4+1,5-10,5,4. Kat,150,2,0,KombiDoğalgaz,850000
457,BEYLİKDÜZÜ BÖLGESİNİN EN LÜX VİLLA PROJESİ SATIŞA BAŞLAMIŞTIR..., Beylikdüzü, Kavaklı Mahallesi,5+2,0,3,Giriş,450,5,0,YerdenIsıtma,5250000
458,EMLAK KONUT BAŞAKŞEHİR EVLERİ BAHÇE KULLANIMLI 2+1 ÜÇ CEPHELİ, Başakşehir, Kayabaşı Mahallesi,2+1,4,9,Giriş,109,2,0,Merkezi(PayÖlçer),1070000
459,AVANGART İSTANBUL 16.875 TL TAKSİTLE SATILIK 3+1 DAİRE, Kağıthane, Seyrantepe Mahallesi,3+1,0,12,6. Kat,130,2,0,Merkezi(PayÖlçer),3258000
460,Küçükyalı Altıntepede 3 yıllık binada 60m2 kombili 1+1 otoparklı, Maltepe, Altıntepe Mahallesi,1+1,3,4,Giriş,60,1,0,KombiDoğalgaz,595000
461,YAMAN'DAN SÖĞÜTLÜÇEŞME'DE CADDE ÜZERİ 3+1 150 M2 BAKIMLI DAİRE, Küçükçekmece, Söğütlü Çeşme Mahallesi,3+1,20,3,1. Kat,150,1,0,KombiDoğalgaz,525000
462,SARIYER ZÜMRÜTEVLER DE KAT MÜLKİYETLİ ACİL SATILIK 2+1 DAİRE, Sarıyer, Merkez Mahallesi,2+1,20,4,1. Kat,85,1,0,KombiDoğalgaz,620000
463,MAHAL SANCAKTEPE SİTESİ TEK YETKİLİ SATIŞ OFİSİNDEN SATILIK 3+1, Sancaktepe, Osmangazi Mahallesi,3+1,5-10,9,2. Kat,127,2,0,Merkezi(PayÖlçer),895000
464,BİRLİK'DEN İÇİ YAPILI BALKONLU GENİŞ 2+1 105 m2 KAÇIRAN ÜZÜLÜRR, Üsküdar, Valide-i Atik Mahallesi,2+1,20,4,2. Kat,120,1,0,KombiDoğalgaz,600000
465,ESER YAPIDAN SATILIK3+1 120M2 BALKONLU ARAKAT GİBİ YUKSEK GİRİŞ, Başakşehir, Altınşehir Mahallesi,3+1,0,3,1. Kat,125,1,0,KombiDoğalgaz,520000
466,SARIYER TERRACE BAHÇE DE 3+1 SATILIK BAHÇE DUBLEKS, Sarıyer, Zekeriyaköy Mahallesi,3+1,5-10,4,Bahçe Katı,200,2,0,Merkezi(PayÖlçer),2750000
467, DORELİFE SİTESİNDE SATILIK 1+1 GİRİŞ KAT DAİRE HALİL GÜLER, Sancaktepe, Emek Mahallesi,1+1,4,9,Giriş,68,1,1,Merkezi(PayÖlçer),349000
468,KAĞITHANE NEF 08 REZİDANCE DE SATILIK DAİRE, Kağıthane, Çağlayan Mahallesi,2+1,1,15,1. Kat,87,1,0,MerkeziDoğalgaz,679000
469,JOKER GAYRİMENKUL YENİŞEHİR GRUPKENT VİLLALARI ÖZEL YAPIM, Pendik, Yenişehir Mahallesi,3+2,11-20,4,Giriş,300,3,0,KombiDoğalgaz,2570000
470, MİMAR EMLAK'TAN MEHMET AKİFTE TEK DAİRE ÜZERİ 3+1 3.KAT, Küçükçekmece, Mehmet Akif Mahallesi,3+1,11-20,6,3. Kat,145,1,0,KombiDoğalgaz,370000
471, Çağlayan Mahallesinde 2+1 Satılık BAHÇE KATI , Kağıthane, Çağlayan Mahallesi,2+1,4,6,Bahçe Katı,75,1,0,KombiDoğalgaz,310000
472,ÜMRANİYE MADENLER DE ÇOK ŞIK GİRİŞ SATILIK DAİRE, Ümraniye, Madenler Mahallesi,2+1,2,5,Giriş,80,1,0,KombiDoğalgaz,487500
473,AVRUPA EMLAK'DAN ÇATALCA DEVLET HASTANESİNİN YANINDA ARA KAT 2+1, Çatalca, Ferhatpaşa Mahallesi,2+1,5-10,5,3. Kat,105,1,0,KombiDoğalgaz,460000
474,GOLD EMLAK'TAN EYÜP BİNEVLER'DE METRONUN DİBİNDE 5+1 DUBLEKS, Eyüpsultan, Karadolap Mahallesi,5+1,11-20,5,5. Kat,175,2,0,KombiDoğalgaz,1330000
475,GOLD EMLAK'TAN EYÜP GÜZELTEPE'DE SIFIR 4+1 SATILIK DUBLEKS, Eyüpsultan, Güzeltepe Mahallesi,4+1,0,3,3. Kat,155,2,0,KombiDoğalgaz,800000
476, BAHÇELİEVLER ÇALIŞLAR CADDESİ'NE İKİNCİ BİNA 125M² LÜX 3+1 DAİRE, Bahçelievler, Bahçelievler Mahallesi,3+1,0,4,2. Kat,125,2,0,KombiDoğalgaz,2150000
477, Mertcandan şeyhli mah iskanlı 3+1 daire, Pendik, Şeyhli Mahallesi,2+1,3,6,2. Kat,120,1,0,KombiDoğalgaz,560000
478, Mertcandan şeyhli mah iskanlı 3+1 daire, Pendik, Şeyhli Mahallesi,2+1,3,6,2. Kat,120,1,0,KombiDoğalgaz,560000
479, ESENYURT  PINAR  MAHALLESİNDE  SATILIK  3+1  DAİRE, Esenyurt, Pınar Mahallesi,3+1,0,6,3. Kat,120,1,0,KombiDoğalgaz,420000
480, İNÖNÜ MAHALLSİNDE CADDE ÜZERİ KULLANIŞLI 1+1 SATILIK DAİRE , Esenyurt, İnönü Mahallesi,1+1,5-10,5,Giriş,85,1,0,KombiDoğalgaz,265000
481, ERENKÖY BAĞDAT DİVANA YAKIN 2+1 ÇİFT BALKONLU 90M2 NET, Kadıköy, Erenköy Mahallesi,2+1,20,5,Giriş,115,1,0,MerkeziDoğalgaz,1350000
482, Mertcandan şeyhli mah açık balkonlu ebeveyn banyolu 3+1 daire, Pendik, Şeyhli Mahallesi,3+1,0,7,1. Kat,125,2,0,KombiDoğalgaz,699000
483, CUMHURİYET MAH'DE 3+1 SATILIK 115 M2 LÜKS ARAKAT DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,3+1,0,9,4. Kat,115,1,0,Merkezi(PayÖlçer),775000
484, AKBAYIRLAR'DAN GÜMÜŞPINAR'DA SATILIK 3+1 150M2 İSKANLI LÜX DAİRE, Kartal, Gümüşpınar Mahallesi,3+1,5-10,8,8. Kat,150,1,0,KombiDoğalgaz,750000
485, BEYLİLDÜZÜ PAPATYA RESİDENCE 2 STÜDYO TARZI 1+1, Esenyurt, Barbaros Hayrettin Paşa Mahallesi,1+1,5-10,15,4. Kat,74,1,1,Merkezi(PayÖlçer),340000
486,BEGÜMDEN GÖZTEPE'DE KAPANMAZ MANZ. 2020 YAPIMI 100M2 2+1, Kadıköy, Merdivenköy Mahallesi,2+1,0,14,10-20,110,1,0,KombiDoğalgaz,1250000
487," BÜYÜKYALI İSTANBUL’DA DENİZ MANZARALI 3,5+1 SATILIK LÜKS DAİRE", Zeytinburnu, Kazlıçeşme Mahallesi,3+1,1,17,10-20,220,3,1,Merkezi(PayÖlçer),20000000
488,ÇEKMEKÖY ÇATALMEŞE MAH DE SATILIK DUBLEKS DAİRE 3 + 2, Çekmeköy, Çatalmeşe Mahallesi,3+2,4,5,5. Kat,160,2,0,KombiDoğalgaz,735000
489, ÜMRANİYE ARMAĞAN EVLER MAHALLESİNDE 6 YILLIK BİNADA 2+1 KOMBİLİ, Ümraniye, Armağanevler Mahallesi,2+1,5-10,6,2. Kat,95,1,0,KombiDoğalgaz,500000
490, HAYPARK SATIŞ OFİSİNDEN KOMİSYONSUZ 3+1 BAHÇELİ LOFT DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,9,1. Kat,210,2,0,KombiDoğalgaz,1229000
491,SULTANİYE MAHALLESİNDE KUPON 2+1 SATILIK DAİRE , Esenyurt, Sultaniye Mahallesi,2+1,0,5,1. Kat,110,1,0,KombiDoğalgaz,370000
492,ÇİFTEHAVUZLAR BAĞDAT CAD.YAKIN 5 YILLIK BİNADA KOMBİLİ 4+1, Kadıköy, Göztepe Mahallesi,4+1,5-10,9,7. Kat,175,2,0,Merkezi(PayÖlçer),3985000
493,ÇİFTEHAVUZLAR'DA 7/24 GÜVENLİKLİ SİTEDE OYUN PARKLI LÜX 4+1, Kadıköy, Göztepe Mahallesi,4+1,20,17,7. Kat,220,3,0,Merkezi(PayÖlçer),3585000
494,GÜLTEPEDE ÇİFT BALKONLU KISA KATLI BİNADA SATILIK 2+1 DAİRE, Küçükçekmece, Gültepe Mahallesi,2+1,20,5,2. Kat,90,1,0,KombiDoğalgaz,550000
495,VADİSTANBUL TERAS SİTESİNDE 3+1 SATILIK DAİRE ORMAN MANZARALI, Sarıyer, Ayazağa Mahallesi,3+1,5-10,10,5. Kat,170,2,0,MerkeziDoğalgaz,4500000
496,POİNT'DEN SULTAN MURAT MH. SATILIK ÖN CEPHE 2+1 DAİREE, Küçükçekmece, Sultan Murat Mahallesi,2+1,4,3,1. Kat,110,1,0,KombiDoğalgaz,560000
497,POİNT'DEN YEŞİLOVA MH.SATILIK ÖN CEPHE 2+1YÜKSEK GİRİŞ DAİRE!, Küçükçekmece, Yeşilova Mahallesi,2+1,2,4,Giriş,90,1,0,KombiDoğalgaz,490000
498,ŞEREF EMLAK KARLITEPE MAH.5+2BUTİK SİTE OTOPARKLI SATILIK DUBLEX, Gaziosmanpaşa, Karlıtepe Mahallesi,5+2,0,5,Çatı Dubleks,200,2,0,MerkeziDoğalgaz,1350000
499, SİMA YAPI'DAN MERKEZİ KONUMDA 3+1 ŞIK VE FERAH SATILIK ARA KAT, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,4,1. Kat,110,1,0,KombiDoğalgaz,375000
500, HAYGRUP SATIŞOFİSİ HAYPARK SİTESİ 10M2 BALKONLU KOMİSYONSUZ 2+1, Çekmeköy, Taşdelen Mahallesi,2+1,0,13,10-20,105,2,0,KombiDoğalgaz,739000
501, HATUN GAYRİMENKUL ÇAMÇEŞMEDE 2+1 SATILIK SIFIR DAİRE MANZARALI, Pendik, Çamçeşme Mahallesi,2+1,0,8,7. Kat,90,1,0,KombiDoğalgaz,575000
502,Pama'dan Güzel Konumda 1.Sınıf İşçilik Satılık 2+1 Fırsat Daire, Tuzla, Aydınlı Mahallesi,2+1,0,7,6. Kat,95,1,0,Merkezi(PayÖlçer),399000
503, MARİN İNŞAAT'TAN METROBÜSE YAKIN YATIRIM İÇİN BİRE BİR DAİRELER!, Esenyurt, Saadetdere Mahallesi,3+1,1,6,2. Kat,130,2,0,KombiDoğalgaz,192000
504," BAHÇELİEVLER SOĞANLI MAH FULL YAPILI 2+1-3, KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,2+1,4,5,3. Kat,90,1,0,KombiDoğalgaz,685000
505, AKBAYIRLAR'DAN HÜRRİYET'TE İSKANLI EBEVEYNLİ K.OTOPARKLI LÜX 3+2, Kartal, Hürriyet Mahallesi,3+2,0,5,Çatı Dubleks,230,3,0,KombiDoğalgaz,1079000
506,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 1+1 60 M2 SATILIK, Çekmeköy, Cumhuriyet Mahallesi,1+1,0,10,7. Kat,60,1,0,Merkezi(PayÖlçer),370000
507,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 2+1 78 M2 SATILIK zind diamond, Çekmeköy, Cumhuriyet Mahallesi,2+1,0,10,4. Kat,78,2,0,Merkezi(PayÖlçer),589000
508, ESENYURT  PINAR  MAHALLESİNDE  SATILIK  3+1  DAİRE, Esenyurt, Pınar Mahallesi,3+1,0,6,3. Kat,120,1,0,KombiDoğalgaz,420000
509, İNÖNÜ MAHALLSİNDE CADDE ÜZERİ KULLANIŞLI 1+1 SATILIK DAİRE , Esenyurt, İnönü Mahallesi,1+1,5-10,5,Giriş,85,1,0,KombiDoğalgaz,265000
510, ERENKÖY BAĞDAT DİVANA YAKIN 2+1 ÇİFT BALKONLU 90M2 NET, Kadıköy, Erenköy Mahallesi,2+1,20,5,Giriş,115,1,0,MerkeziDoğalgaz,1350000
511, Mertcandan şeyhli mah açık balkonlu ebeveyn banyolu 3+1 daire, Pendik, Şeyhli Mahallesi,3+1,0,7,1. Kat,125,2,0,KombiDoğalgaz,699000
512, CUMHURİYET MAH'DE 3+1 SATILIK 115 M2 LÜKS ARAKAT DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,3+1,0,9,4. Kat,115,1,0,Merkezi(PayÖlçer),775000
513, AKBAYIRLAR'DAN GÜMÜŞPINAR'DA SATILIK 3+1 150M2 İSKANLI LÜX DAİRE, Kartal, Gümüşpınar Mahallesi,3+1,5-10,8,8. Kat,150,1,0,KombiDoğalgaz,750000
514, BEYLİLDÜZÜ PAPATYA RESİDENCE 2 STÜDYO TARZI 1+1, Esenyurt, Barbaros Hayrettin Paşa Mahallesi,1+1,5-10,15,4. Kat,74,1,1,Merkezi(PayÖlçer),340000
515,BEGÜMDEN GÖZTEPE'DE KAPANMAZ MANZ. 2020 YAPIMI 100M2 2+1, Kadıköy, Merdivenköy Mahallesi,2+1,0,14,10-20,110,1,0,KombiDoğalgaz,1250000
516," BÜYÜKYALI İSTANBUL’DA DENİZ MANZARALI 3,5+1 SATILIK LÜKS DAİRE", Zeytinburnu, Kazlıçeşme Mahallesi,3+1,1,17,10-20,220,3,1,Merkezi(PayÖlçer),20000000
517,ÇEKMEKÖY ÇATALMEŞE MAH DE SATILIK DUBLEKS DAİRE 3 + 2, Çekmeköy, Çatalmeşe Mahallesi,3+2,4,5,5. Kat,160,2,0,KombiDoğalgaz,735000
518, ÜMRANİYE ARMAĞAN EVLER MAHALLESİNDE 6 YILLIK BİNADA 2+1 KOMBİLİ, Ümraniye, Armağanevler Mahallesi,2+1,5-10,6,2. Kat,95,1,0,KombiDoğalgaz,500000
519, HAYPARK SATIŞ OFİSİNDEN KOMİSYONSUZ 3+1 BAHÇELİ LOFT DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,9,1. Kat,210,2,0,KombiDoğalgaz,1229000
520,SULTANİYE MAHALLESİNDE KUPON 2+1 SATILIK DAİRE , Esenyurt, Sultaniye Mahallesi,2+1,0,5,1. Kat,110,1,0,KombiDoğalgaz,370000
521,ÇİFTEHAVUZLAR BAĞDAT CAD.YAKIN 5 YILLIK BİNADA KOMBİLİ 4+1, Kadıköy, Göztepe Mahallesi,4+1,5-10,9,7. Kat,175,2,0,Merkezi(PayÖlçer),3985000
522,ÇİFTEHAVUZLAR'DA 7/24 GÜVENLİKLİ SİTEDE OYUN PARKLI LÜX 4+1, Kadıköy, Göztepe Mahallesi,4+1,20,17,7. Kat,220,3,0,Merkezi(PayÖlçer),3585000
523,GÜLTEPEDE ÇİFT BALKONLU KISA KATLI BİNADA SATILIK 2+1 DAİRE, Küçükçekmece, Gültepe Mahallesi,2+1,20,5,2. Kat,90,1,0,KombiDoğalgaz,550000
524,VADİSTANBUL TERAS SİTESİNDE 3+1 SATILIK DAİRE ORMAN MANZARALI, Sarıyer, Ayazağa Mahallesi,3+1,5-10,10,5. Kat,170,2,0,MerkeziDoğalgaz,4500000
525,POİNT'DEN SULTAN MURAT MH. SATILIK ÖN CEPHE 2+1 DAİREE, Küçükçekmece, Sultan Murat Mahallesi,2+1,4,3,1. Kat,110,1,0,KombiDoğalgaz,560000
